business_id,business_name,customer_radius_km,customer_type,supplier_dependency,seasonality,main_operational_risks,key_demand_indicators
BUS00518,Hardware Store - Unit 0518,23.9,B2B - Regional Distributors,Import-dependent supply chain,Monsoon-dependent (Jun-Sep),Currency/import cost fluctuation; Seasonal cash flow gaps; Regulatory/licensing compliance burden,School/college enrollment nearby; Foot traffic count
BUS00519,Agri Input Dealer - Unit 0519,0.8,Retail - Repeat/Loyalty,Seasonal supplier contracts,Stable year-round demand,Regulatory/licensing compliance burden; High employee attrition; Perishable inventory spoilage,Online order volume trend; Foot traffic count; School/college enrollment nearby
BUS00520,Cafe - Unit 0520,0.8,B2B - Regional Distributors,Seasonal supplier contracts,Stable year-round demand,Dependence on single supplier; Logistics and last-mile delivery cost,Local employment rate; School/college enrollment nearby
BUS00521,Photography Studio - Unit 0521,28,B2B - Local Businesses,Single supplier - high dependency,Summer peak (Apr-Jun),Perishable inventory spoilage; Competition from larger chains; Dependence on single supplier,Seasonal festival calendar; Local employment rate; Competitor density in radius
BUS00522,Hardware Store - Unit 0522,2.2,Institutional (Schools/Offices),Single supplier - high dependency,Harvest-season dependent,Regulatory/licensing compliance burden; Raw material price volatility; Perishable inventory spoilage,Local population growth; Average transaction value trend; Repeat customer rate
BUS00523,Mobile Repair Shop - Unit 0523,3.1,B2B - Local Businesses,Import-dependent supply chain,Year-end/New Year spike,Seasonal cash flow gaps; Delayed customer payments (B2B),Online order volume trend; Local construction/real estate activity; Repeat customer rate
BUS00524,Handicraft Exporter - Unit 0524,16.3,Retail - Repeat/Loyalty,Single supplier - high dependency,Stable year-round demand,Logistics and last-mile delivery cost; Perishable inventory spoilage,Foot traffic count; Average transaction value trend; Local population growth
BUS00525,Vegetable Vendor - Unit 0525,0.6,Wholesale Bulk Buyers,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Power/utility disruptions; Logistics and last-mile delivery cost; Raw material price volatility,Average transaction value trend; Local employment rate; School/college enrollment nearby
BUS00526,Plastic Goods Manufacturer - Unit 0526,1,Retail - Walk-in,Self-sourced/in-house production,Year-end/New Year spike,Logistics and last-mile delivery cost; Delayed customer payments (B2B),Competitor density in radius; School/college enrollment nearby; Seasonal festival calendar
BUS00527,Fitness Studio - Unit 0527,0.5,Retail - Repeat/Loyalty,Diversified supplier base - low dependency,"Low seasonality, weekday/weekend variation only",Dependence on single supplier; Competition from larger chains; Perishable inventory spoilage,Local population growth; Social media engagement/reviews
BUS00528,Pharmacy - Unit 0528,10.6,Institutional (Schools/Offices),Import-dependent supply chain,Harvest-season dependent,Currency/import cost fluctuation; Regulatory/licensing compliance burden,Repeat customer rate; School/college enrollment nearby; Average transaction value trend
BUS00529,Laundry Service - Unit 0529,2.6,B2B - Regional Distributors,Single supplier - high dependency,Monsoon-dependent (Jun-Sep),Power/utility disruptions; Dependence on single supplier; Delayed customer payments (B2B),Average transaction value trend; Social media engagement/reviews; Agricultural output in surrounding region
BUS00530,Kirana Store - Unit 0530,0.5,Online/E-commerce,Import-dependent supply chain,High demand Oct-Dec (festive season),Dependence on single supplier; High employee attrition; Delayed customer payments (B2B),School/college enrollment nearby; Social media engagement/reviews; Local population growth
BUS00531,Laundry Service - Unit 0531,22.3,Retail - Repeat/Loyalty,Single supplier - high dependency,Summer peak (Apr-Jun),Currency/import cost fluctuation; Raw material price volatility; Competition from larger chains,Online order volume trend; School/college enrollment nearby
BUS00532,Salon & Spa - Unit 0532,0.4,Retail - Walk-in,Diversified supplier base - low dependency,Stable year-round demand,Logistics and last-mile delivery cost; Seasonal cash flow gaps; Limited access to working capital credit,Repeat customer rate; Agricultural output in surrounding region
BUS00533,Mobile Repair Shop - Unit 0533,28,B2B - Regional Distributors,Single supplier - high dependency,Monsoon-dependent (Jun-Sep),Regulatory/licensing compliance burden; Currency/import cost fluctuation; Power/utility disruptions,Repeat customer rate; School/college enrollment nearby; Local construction/real estate activity
BUS00534,Textile Manufacturer - Unit 0534,1.9,B2B - Regional Distributors,Single supplier - high dependency,Summer peak (Apr-Jun),Dependence on single supplier; Limited access to working capital credit; Perishable inventory spoilage,Local employment rate; Local population growth
BUS00535,Cloud Kitchen - Unit 0535,7.1,Mixed Retail & Wholesale,2-3 suppliers - moderate dependency,High demand Oct-Dec (festive season),Dependence on single supplier; Currency/import cost fluctuation,Local population growth; Foot traffic count; Average transaction value trend
BUS00536,Restaurant - Unit 0536,0.4,Retail - Repeat/Loyalty,Import-dependent supply chain,"Back-to-school peak (Jun, Jan)",Limited access to working capital credit; Competition from larger chains; Seasonal cash flow gaps,Local population growth; School/college enrollment nearby
BUS00537,Hardware Store - Unit 0537,19.6,B2B - Regional Distributors,2-3 suppliers - moderate dependency,High demand Oct-Dec (festive season),Limited access to working capital credit; Competition from larger chains,School/college enrollment nearby; Seasonal festival calendar
BUS00538,Stationery Shop - Unit 0538,8,B2B - Regional Distributors,2-3 suppliers - moderate dependency,Stable year-round demand,Logistics and last-mile delivery cost; Regulatory/licensing compliance burden,Average transaction value trend; School/college enrollment nearby
BUS00539,Sweet Shop - Unit 0539,2.7,B2B - Regional Distributors,Single supplier - high dependency,Summer peak (Apr-Jun),Competition from larger chains; Seasonal cash flow gaps; Currency/import cost fluctuation,Foot traffic count; School/college enrollment nearby
BUS00540,Stationery Shop - Unit 0540,4.4,Institutional (Schools/Offices),Diversified supplier base - low dependency,Year-end/New Year spike,Dependence on single supplier; Raw material price volatility,Local population growth; Foot traffic count
BUS00541,Mobile Repair Shop - Unit 0541,16.9,B2B - Regional Distributors,Import-dependent supply chain,Year-end/New Year spike,Power/utility disruptions; High employee attrition; Regulatory/licensing compliance burden,Repeat customer rate; Competitor density in radius
BUS00542,Bakery - Unit 0542,0.9,Wholesale Bulk Buyers,2-3 suppliers - moderate dependency,Harvest-season dependent,Dependence on single supplier; Competition from larger chains,Foot traffic count; Local employment rate; Local population growth
BUS00543,Clothing Boutique - Unit 0543,24.5,Wholesale Bulk Buyers,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Limited access to working capital credit; High employee attrition; Regulatory/licensing compliance burden,Online order volume trend; Competitor density in radius; Local population growth
BUS00544,Pharmacy - Unit 0544,20.6,B2B - Local Businesses,Single supplier - high dependency,Year-end/New Year spike,Power/utility disruptions; Seasonal cash flow gaps; Regulatory/licensing compliance burden,Seasonal festival calendar; Local construction/real estate activity
BUS00545,Electronics Retailer - Unit 0545,29.1,Government/Institutional Contracts,2-3 suppliers - moderate dependency,Stable year-round demand,Delayed customer payments (B2B); Competition from larger chains; High employee attrition,Average transaction value trend; Seasonal festival calendar; Foot traffic count
BUS00546,Laundry Service - Unit 0546,10.9,B2B - Regional Distributors,2-3 suppliers - moderate dependency,Wedding season peak (Nov-Feb),Logistics and last-mile delivery cost; High employee attrition; Limited access to working capital credit,Local construction/real estate activity; Foot traffic count
BUS00547,Tutoring Center - Unit 0547,0.4,Mixed Retail & Wholesale,Import-dependent supply chain,"Low seasonality, weekday/weekend variation only",Power/utility disruptions; Delayed customer payments (B2B),Average transaction value trend; Repeat customer rate; Agricultural output in surrounding region
BUS00548,Mobile Repair Shop - Unit 0548,2.5,Retail - Walk-in,Import-dependent supply chain,Harvest-season dependent,Seasonal cash flow gaps; Regulatory/licensing compliance burden,Online order volume trend; School/college enrollment nearby; Repeat customer rate
BUS00549,Kirana Store - Unit 0549,16,B2B - Local Businesses,Import-dependent supply chain,Year-end/New Year spike,Competition from larger chains; Limited access to working capital credit,Agricultural output in surrounding region; Local employment rate
BUS00550,Electronics Retailer - Unit 0550,7.4,Retail - Walk-in,Import-dependent supply chain,Stable year-round demand,Limited access to working capital credit; Regulatory/licensing compliance burden; Delayed customer payments (B2B),Seasonal festival calendar; Local employment rate
BUS00551,Photography Studio - Unit 0551,5.4,Government/Institutional Contracts,Seasonal supplier contracts,Monsoon-dependent (Jun-Sep),Logistics and last-mile delivery cost; Regulatory/licensing compliance burden,Social media engagement/reviews; School/college enrollment nearby
BUS00552,Stationery Shop - Unit 0552,0.4,Online/E-commerce,Self-sourced/in-house production,High demand Oct-Dec (festive season),Regulatory/licensing compliance burden; Seasonal cash flow gaps; Delayed customer payments (B2B),Social media engagement/reviews; Online order volume trend
BUS00553,Salon & Spa - Unit 0553,6.3,Retail - Repeat/Loyalty,Import-dependent supply chain,Year-end/New Year spike,Limited access to working capital credit; High employee attrition,Competitor density in radius; Seasonal festival calendar; Social media engagement/reviews
BUS00554,Sweet Shop - Unit 0554,9.1,Retail - Repeat/Loyalty,Diversified supplier base - low dependency,Wedding season peak (Nov-Feb),Competition from larger chains; Delayed customer payments (B2B); Currency/import cost fluctuation,Average transaction value trend; Social media engagement/reviews
BUS00555,Sweet Shop - Unit 0555,23.2,Mixed Retail & Wholesale,Seasonal supplier contracts,Wedding season peak (Nov-Feb),High employee attrition; Competition from larger chains,Repeat customer rate; Local employment rate
BUS00556,Packaging Unit - Unit 0556,1.8,Retail - Repeat/Loyalty,Single supplier - high dependency,Summer peak (Apr-Jun),Dependence on single supplier; Seasonal cash flow gaps; Competition from larger chains,Online order volume trend; Social media engagement/reviews
BUS00557,Vegetable Vendor - Unit 0557,0.5,Government/Institutional Contracts,2-3 suppliers - moderate dependency,Year-end/New Year spike,Power/utility disruptions; Competition from larger chains; Raw material price volatility,Online order volume trend; Repeat customer rate; Foot traffic count
BUS00558,Plastic Goods Manufacturer - Unit 0558,3.4,Government/Institutional Contracts,Import-dependent supply chain,Wedding season peak (Nov-Feb),Logistics and last-mile delivery cost; Regulatory/licensing compliance burden; Currency/import cost fluctuation,Local construction/real estate activity; School/college enrollment nearby; Social media engagement/reviews
BUS00559,Agri Input Dealer - Unit 0559,19.6,Institutional (Schools/Offices),Seasonal supplier contracts,Summer peak (Apr-Jun),Seasonal cash flow gaps; Perishable inventory spoilage; High employee attrition,Competitor density in radius; Seasonal festival calendar; Foot traffic count
BUS00560,Salon & Spa - Unit 0560,6.4,B2B - Local Businesses,Seasonal supplier contracts,Summer peak (Apr-Jun),Seasonal cash flow gaps; Limited access to working capital credit; Currency/import cost fluctuation,Online order volume trend; Repeat customer rate
BUS00561,Pharmacy - Unit 0561,7.2,Mixed Retail & Wholesale,Diversified supplier base - low dependency,Wedding season peak (Nov-Feb),High employee attrition; Delayed customer payments (B2B),School/college enrollment nearby; Competitor density in radius
BUS00562,Stationery Shop - Unit 0562,1.9,Government/Institutional Contracts,2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Dependence on single supplier; Raw material price volatility; Power/utility disruptions,Local population growth; Average transaction value trend; Competitor density in radius
BUS00563,Salon & Spa - Unit 0563,0.6,Government/Institutional Contracts,Seasonal supplier contracts,Wedding season peak (Nov-Feb),Competition from larger chains; Perishable inventory spoilage; Logistics and last-mile delivery cost,Local construction/real estate activity; Average transaction value trend
BUS00564,Furniture Store - Unit 0564,1.1,Retail - Walk-in,2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Perishable inventory spoilage; Raw material price volatility,Local construction/real estate activity; Online order volume trend; Average transaction value trend
BUS00565,Stationery Shop - Unit 0565,0.9,B2B - Regional Distributors,Seasonal supplier contracts,"Low seasonality, weekday/weekend variation only",Perishable inventory spoilage; High employee attrition,Repeat customer rate; Social media engagement/reviews
BUS00566,Plastic Goods Manufacturer - Unit 0566,16.1,Retail - Repeat/Loyalty,Seasonal supplier contracts,Harvest-season dependent,Competition from larger chains; Regulatory/licensing compliance burden,School/college enrollment nearby; Competitor density in radius
BUS00567,Fitness Studio - Unit 0567,2.2,Wholesale Bulk Buyers,Diversified supplier base - low dependency,Harvest-season dependent,Raw material price volatility; Perishable inventory spoilage; Regulatory/licensing compliance burden,Seasonal festival calendar; Average transaction value trend; Social media engagement/reviews
BUS00568,Restaurant - Unit 0568,3.3,Mixed Retail & Wholesale,Import-dependent supply chain,Harvest-season dependent,Perishable inventory spoilage; Seasonal cash flow gaps; Power/utility disruptions,Local population growth; Local construction/real estate activity; School/college enrollment nearby
BUS00569,Restaurant - Unit 0569,1.8,Mixed Retail & Wholesale,Seasonal supplier contracts,Wedding season peak (Nov-Feb),Logistics and last-mile delivery cost; Power/utility disruptions,Foot traffic count; Local employment rate
BUS00570,Vegetable Vendor - Unit 0570,4.8,Government/Institutional Contracts,Self-sourced/in-house production,Summer peak (Apr-Jun),Seasonal cash flow gaps; Power/utility disruptions,Social media engagement/reviews; Average transaction value trend; Foot traffic count
BUS00571,Agri Input Dealer - Unit 0571,5.7,Institutional (Schools/Offices),Self-sourced/in-house production,"Low seasonality, weekday/weekend variation only",High employee attrition; Raw material price volatility; Currency/import cost fluctuation,Seasonal festival calendar; Agricultural output in surrounding region
BUS00572,Vegetable Vendor - Unit 0572,12.7,Institutional (Schools/Offices),Self-sourced/in-house production,Summer peak (Apr-Jun),Limited access to working capital credit; Currency/import cost fluctuation; High employee attrition,Repeat customer rate; Seasonal festival calendar
BUS00573,Mobile Repair Shop - Unit 0573,1,Online/E-commerce,Seasonal supplier contracts,Year-end/New Year spike,Perishable inventory spoilage; Currency/import cost fluctuation; Competition from larger chains,Competitor density in radius; Social media engagement/reviews
BUS00574,Laundry Service - Unit 0574,20.2,Institutional (Schools/Offices),2-3 suppliers - moderate dependency,High demand Oct-Dec (festive season),Regulatory/licensing compliance burden; Competition from larger chains,Competitor density in radius; Local population growth
BUS00575,Pharmacy - Unit 0575,4.7,Online/E-commerce,Single supplier - high dependency,"Back-to-school peak (Jun, Jan)",Delayed customer payments (B2B); Currency/import cost fluctuation; Dependence on single supplier,School/college enrollment nearby; Local population growth
BUS00576,Photography Studio - Unit 0576,1,B2B - Local Businesses,Seasonal supplier contracts,Wedding season peak (Nov-Feb),Currency/import cost fluctuation; Perishable inventory spoilage; Limited access to working capital credit,Repeat customer rate; Social media engagement/reviews; Local construction/real estate activity
BUS00577,Stationery Shop - Unit 0577,1.6,Government/Institutional Contracts,Diversified supplier base - low dependency,Wedding season peak (Nov-Feb),Power/utility disruptions; Regulatory/licensing compliance burden; Seasonal cash flow gaps,Online order volume trend; Local population growth
BUS00578,Grocery Wholesaler - Unit 0578,3.4,Government/Institutional Contracts,Seasonal supplier contracts,"Low seasonality, weekday/weekend variation only",Power/utility disruptions; Competition from larger chains,Repeat customer rate; Local population growth
BUS00579,Handicraft Exporter - Unit 0579,0.5,Institutional (Schools/Offices),Import-dependent supply chain,Wedding season peak (Nov-Feb),Competition from larger chains; Logistics and last-mile delivery cost,Local population growth; Seasonal festival calendar; Foot traffic count
BUS00580,Laundry Service - Unit 0580,0.9,B2B - Local Businesses,Import-dependent supply chain,Monsoon-dependent (Jun-Sep),Seasonal cash flow gaps; High employee attrition; Limited access to working capital credit,Local employment rate; Repeat customer rate
BUS00581,Restaurant - Unit 0581,0.6,Wholesale Bulk Buyers,Single supplier - high dependency,Monsoon-dependent (Jun-Sep),Raw material price volatility; Currency/import cost fluctuation,Average transaction value trend; Repeat customer rate
BUS00582,Handicraft Exporter - Unit 0582,4.1,Institutional (Schools/Offices),Import-dependent supply chain,High demand Oct-Dec (festive season),Dependence on single supplier; Logistics and last-mile delivery cost,Local construction/real estate activity; Online order volume trend
BUS00583,Electronics Retailer - Unit 0583,5.7,B2B - Local Businesses,Import-dependent supply chain,"Back-to-school peak (Jun, Jan)",Regulatory/licensing compliance burden; Seasonal cash flow gaps; Delayed customer payments (B2B),Social media engagement/reviews; Local construction/real estate activity
BUS00584,Restaurant - Unit 0584,1.1,Retail - Walk-in,Seasonal supplier contracts,Monsoon-dependent (Jun-Sep),Perishable inventory spoilage; Seasonal cash flow gaps,Agricultural output in surrounding region; Repeat customer rate
BUS00585,Handicraft Exporter - Unit 0585,3.5,Mixed Retail & Wholesale,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Currency/import cost fluctuation; Dependence on single supplier; Seasonal cash flow gaps,Local employment rate; Agricultural output in surrounding region; Online order volume trend
BUS00586,Grocery Wholesaler - Unit 0586,2.9,Online/E-commerce,Single supplier - high dependency,Year-end/New Year spike,Delayed customer payments (B2B); Seasonal cash flow gaps,Competitor density in radius; Seasonal festival calendar; Social media engagement/reviews
BUS00587,Laundry Service - Unit 0587,0.4,Mixed Retail & Wholesale,Single supplier - high dependency,Harvest-season dependent,Competition from larger chains; Logistics and last-mile delivery cost; Perishable inventory spoilage,Online order volume trend; Social media engagement/reviews; Local employment rate
BUS00588,Dairy & Milk Supplier - Unit 0588,8.8,Retail - Repeat/Loyalty,Self-sourced/in-house production,Wedding season peak (Nov-Feb),Raw material price volatility; Currency/import cost fluctuation,School/college enrollment nearby; Repeat customer rate; Local employment rate
BUS00589,Print & Copy Shop - Unit 0589,21.3,Retail - Repeat/Loyalty,Single supplier - high dependency,Summer peak (Apr-Jun),Power/utility disruptions; Logistics and last-mile delivery cost; Dependence on single supplier,Repeat customer rate; Competitor density in radius
BUS00590,Clothing Boutique - Unit 0590,6.2,Wholesale Bulk Buyers,Single supplier - high dependency,Monsoon-dependent (Jun-Sep),Limited access to working capital credit; Competition from larger chains; Perishable inventory spoilage,School/college enrollment nearby; Local employment rate; Competitor density in radius
BUS00591,Mobile Repair Shop - Unit 0591,29.5,Mixed Retail & Wholesale,Seasonal supplier contracts,"Back-to-school peak (Jun, Jan)",Competition from larger chains; Dependence on single supplier,Seasonal festival calendar; Average transaction value trend
BUS00592,Mobile Repair Shop - Unit 0592,3.2,B2B - Local Businesses,Single supplier - high dependency,Stable year-round demand,Dependence on single supplier; Competition from larger chains,Local population growth; Local employment rate
BUS00593,Cafe - Unit 0593,6,Retail - Repeat/Loyalty,Single supplier - high dependency,"Low seasonality, weekday/weekend variation only",Competition from larger chains; High employee attrition; Perishable inventory spoilage,Average transaction value trend; Social media engagement/reviews; Seasonal festival calendar
BUS00594,Textile Manufacturer - Unit 0594,7.9,Government/Institutional Contracts,Seasonal supplier contracts,High demand Oct-Dec (festive season),Power/utility disruptions; Dependence on single supplier,Average transaction value trend; Competitor density in radius; Local employment rate
BUS00595,Print & Copy Shop - Unit 0595,12.2,B2B - Local Businesses,Seasonal supplier contracts,"Back-to-school peak (Jun, Jan)",Competition from larger chains; Power/utility disruptions,Seasonal festival calendar; Local employment rate
BUS00596,Mobile Repair Shop - Unit 0596,1,Mixed Retail & Wholesale,Import-dependent supply chain,"Low seasonality, weekday/weekend variation only",Competition from larger chains; Delayed customer payments (B2B); Seasonal cash flow gaps,Local employment rate; Seasonal festival calendar
BUS00597,Mobile Repair Shop - Unit 0597,29.7,Online/E-commerce,Diversified supplier base - low dependency,Wedding season peak (Nov-Feb),Raw material price volatility; Logistics and last-mile delivery cost,Local population growth; Competitor density in radius
BUS00598,Stationery Shop - Unit 0598,20.3,Online/E-commerce,Self-sourced/in-house production,Stable year-round demand,Regulatory/licensing compliance burden; Limited access to working capital credit; Power/utility disruptions,Foot traffic count; School/college enrollment nearby; Online order volume trend
BUS00599,Bakery - Unit 0599,3.2,Retail - Repeat/Loyalty,Import-dependent supply chain,Stable year-round demand,Dependence on single supplier; Regulatory/licensing compliance burden; Seasonal cash flow gaps,Social media engagement/reviews; Competitor density in radius
BUS00600,Pharmacy - Unit 0600,15.9,Wholesale Bulk Buyers,Seasonal supplier contracts,"Low seasonality, weekday/weekend variation only",Perishable inventory spoilage; Raw material price volatility; Competition from larger chains,Competitor density in radius; Local employment rate
BUS00601,Bookstore - Unit 0601,9.3,Retail - Repeat/Loyalty,Self-sourced/in-house production,Stable year-round demand,Regulatory/licensing compliance burden; Competition from larger chains,Local population growth; Local construction/real estate activity; Seasonal festival calendar
BUS00602,Stationery Shop - Unit 0602,8.8,Retail - Repeat/Loyalty,Seasonal supplier contracts,Monsoon-dependent (Jun-Sep),Perishable inventory spoilage; Raw material price volatility; Limited access to working capital credit,Online order volume trend; Local construction/real estate activity; Repeat customer rate
BUS00603,Cloud Kitchen - Unit 0603,20.9,Online/E-commerce,Diversified supplier base - low dependency,Stable year-round demand,Power/utility disruptions; High employee attrition; Regulatory/licensing compliance burden,School/college enrollment nearby; Seasonal festival calendar
BUS00604,Grocery Wholesaler - Unit 0604,4.9,Government/Institutional Contracts,Diversified supplier base - low dependency,Monsoon-dependent (Jun-Sep),Power/utility disruptions; Perishable inventory spoilage; Logistics and last-mile delivery cost,School/college enrollment nearby; Social media engagement/reviews; Local population growth
BUS00605,Packaging Unit - Unit 0605,0.5,Government/Institutional Contracts,2-3 suppliers - moderate dependency,Year-end/New Year spike,Currency/import cost fluctuation; Competition from larger chains,School/college enrollment nearby; Social media engagement/reviews; Local construction/real estate activity
BUS00606,Plastic Goods Manufacturer - Unit 0606,11.7,Retail - Walk-in,Seasonal supplier contracts,Monsoon-dependent (Jun-Sep),Competition from larger chains; Seasonal cash flow gaps; High employee attrition,Agricultural output in surrounding region; School/college enrollment nearby
BUS00607,Photography Studio - Unit 0607,5.7,Wholesale Bulk Buyers,Diversified supplier base - low dependency,Stable year-round demand,Power/utility disruptions; Perishable inventory spoilage,School/college enrollment nearby; Local population growth; Seasonal festival calendar
BUS00608,Sweet Shop - Unit 0608,22.4,B2B - Regional Distributors,Single supplier - high dependency,Summer peak (Apr-Jun),Raw material price volatility; High employee attrition,Average transaction value trend; Agricultural output in surrounding region; Social media engagement/reviews
BUS00609,Tutoring Center - Unit 0609,10.6,Retail - Walk-in,2-3 suppliers - moderate dependency,Summer peak (Apr-Jun),Seasonal cash flow gaps; Raw material price volatility; Perishable inventory spoilage,School/college enrollment nearby; Social media engagement/reviews; Local population growth
BUS00610,Vegetable Vendor - Unit 0610,0.6,Mixed Retail & Wholesale,Single supplier - high dependency,High demand Oct-Dec (festive season),Regulatory/licensing compliance burden; Logistics and last-mile delivery cost,Repeat customer rate; Local employment rate; Competitor density in radius
BUS00611,Sweet Shop - Unit 0611,1,B2B - Local Businesses,2-3 suppliers - moderate dependency,Stable year-round demand,Delayed customer payments (B2B); Currency/import cost fluctuation,Average transaction value trend; Repeat customer rate; Online order volume trend
BUS00612,Cafe - Unit 0612,1.1,Online/E-commerce,Diversified supplier base - low dependency,Harvest-season dependent,Power/utility disruptions; High employee attrition,Repeat customer rate; Local population growth
BUS00613,Clothing Boutique - Unit 0613,4.9,Institutional (Schools/Offices),Seasonal supplier contracts,High demand Oct-Dec (festive season),Delayed customer payments (B2B); Regulatory/licensing compliance burden; Dependence on single supplier,Social media engagement/reviews; Local employment rate; Average transaction value trend
BUS00614,Sweet Shop - Unit 0614,3.6,B2B - Local Businesses,Diversified supplier base - low dependency,Year-end/New Year spike,Perishable inventory spoilage; Raw material price volatility; Logistics and last-mile delivery cost,Agricultural output in surrounding region; School/college enrollment nearby
BUS00615,Event Planning Service - Unit 0615,0.5,B2B - Regional Distributors,Diversified supplier base - low dependency,"Low seasonality, weekday/weekend variation only",Perishable inventory spoilage; Currency/import cost fluctuation; Regulatory/licensing compliance burden,Social media engagement/reviews; Online order volume trend
BUS00616,Plastic Goods Manufacturer - Unit 0616,14.3,Wholesale Bulk Buyers,Diversified supplier base - low dependency,"Back-to-school peak (Jun, Jan)",High employee attrition; Perishable inventory spoilage,Local population growth; Average transaction value trend
BUS00617,Vegetable Vendor - Unit 0617,8.1,Wholesale Bulk Buyers,Single supplier - high dependency,"Back-to-school peak (Jun, Jan)",Competition from larger chains; Limited access to working capital credit,Competitor density in radius; Local employment rate; Repeat customer rate
BUS00618,Agri Input Dealer - Unit 0618,2.2,Government/Institutional Contracts,Single supplier - high dependency,Wedding season peak (Nov-Feb),Logistics and last-mile delivery cost; Delayed customer payments (B2B); Regulatory/licensing compliance burden,Agricultural output in surrounding region; Foot traffic count; School/college enrollment nearby
BUS00619,Vegetable Vendor - Unit 0619,2.1,B2B - Local Businesses,Single supplier - high dependency,Harvest-season dependent,Currency/import cost fluctuation; Perishable inventory spoilage,Local construction/real estate activity; Repeat customer rate; School/college enrollment nearby
BUS00620,Electronics Retailer - Unit 0620,3,B2B - Local Businesses,Seasonal supplier contracts,Harvest-season dependent,Competition from larger chains; Limited access to working capital credit; Seasonal cash flow gaps,Local population growth; School/college enrollment nearby; Local construction/real estate activity
BUS00621,Agri Input Dealer - Unit 0621,7.8,B2B - Regional Distributors,Single supplier - high dependency,Harvest-season dependent,Seasonal cash flow gaps; Power/utility disruptions; Currency/import cost fluctuation,Foot traffic count; Agricultural output in surrounding region
BUS00622,Handicraft Exporter - Unit 0622,21.2,B2B - Regional Distributors,Single supplier - high dependency,Year-end/New Year spike,Perishable inventory spoilage; Seasonal cash flow gaps,Local employment rate; Local construction/real estate activity
BUS00623,Tutoring Center - Unit 0623,22.6,Retail - Repeat/Loyalty,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Raw material price volatility; Delayed customer payments (B2B),Average transaction value trend; School/college enrollment nearby; Agricultural output in surrounding region
BUS00624,Auto Repair Shop - Unit 0624,3.3,B2B - Regional Distributors,Diversified supplier base - low dependency,"Back-to-school peak (Jun, Jan)",Power/utility disruptions; Seasonal cash flow gaps; Limited access to working capital credit,Local construction/real estate activity; Online order volume trend
BUS00625,Agri Input Dealer - Unit 0625,5.5,B2B - Regional Distributors,Self-sourced/in-house production,Summer peak (Apr-Jun),Seasonal cash flow gaps; Raw material price volatility; Perishable inventory spoilage,Online order volume trend; Local construction/real estate activity; Average transaction value trend
BUS00626,Handicraft Exporter - Unit 0626,2.8,Mixed Retail & Wholesale,Single supplier - high dependency,High demand Oct-Dec (festive season),Seasonal cash flow gaps; Regulatory/licensing compliance burden; Power/utility disruptions,Agricultural output in surrounding region; Local employment rate
BUS00627,Cloud Kitchen - Unit 0627,10.9,Institutional (Schools/Offices),Single supplier - high dependency,Stable year-round demand,Raw material price volatility; Regulatory/licensing compliance burden,Average transaction value trend; Competitor density in radius
BUS00628,Cafe - Unit 0628,27.1,Retail - Walk-in,Single supplier - high dependency,"Back-to-school peak (Jun, Jan)",Perishable inventory spoilage; Power/utility disruptions; Regulatory/licensing compliance burden,Social media engagement/reviews; Foot traffic count
BUS00629,Bookstore - Unit 0629,1.8,Government/Institutional Contracts,Self-sourced/in-house production,Wedding season peak (Nov-Feb),Seasonal cash flow gaps; Dependence on single supplier; Regulatory/licensing compliance burden,Local population growth; Seasonal festival calendar; Repeat customer rate
BUS00630,Furniture Store - Unit 0630,0.6,Mixed Retail & Wholesale,Diversified supplier base - low dependency,Wedding season peak (Nov-Feb),Perishable inventory spoilage; Limited access to working capital credit; Logistics and last-mile delivery cost,Social media engagement/reviews; Competitor density in radius; Local employment rate
BUS00631,Packaging Unit - Unit 0631,1.9,Mixed Retail & Wholesale,2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Raw material price volatility; High employee attrition; Seasonal cash flow gaps,Online order volume trend; Local population growth
BUS00632,Pharmacy - Unit 0632,13.6,Mixed Retail & Wholesale,Self-sourced/in-house production,Stable year-round demand,Raw material price volatility; Competition from larger chains; Regulatory/licensing compliance burden,Average transaction value trend; Agricultural output in surrounding region; Repeat customer rate
BUS00633,Plastic Goods Manufacturer - Unit 0633,1.7,Retail - Repeat/Loyalty,2-3 suppliers - moderate dependency,"Back-to-school peak (Jun, Jan)",Seasonal cash flow gaps; Delayed customer payments (B2B),Local construction/real estate activity; School/college enrollment nearby; Agricultural output in surrounding region
BUS00634,Clothing Boutique - Unit 0634,30,Retail - Walk-in,Seasonal supplier contracts,Summer peak (Apr-Jun),Dependence on single supplier; High employee attrition; Competition from larger chains,Competitor density in radius; Foot traffic count
BUS00635,Dairy & Milk Supplier - Unit 0635,1,Retail - Repeat/Loyalty,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Dependence on single supplier; Competition from larger chains,Average transaction value trend; School/college enrollment nearby; Seasonal festival calendar
