competitor_id,location_id,business_category,business_name,latitude,longitude,distance_km,source,confidence
COMP0544,LOC011,Tailoring,Prime Tailors,19.383033,82.797883,2.8,OpenStreetMap,High
COMP0545,LOC003,Tailoring,City Tailors,24.248801,86.183027,6.6,OpenStreetMap,Medium
COMP0546,LOC017,Dairy,Durga Doodh Bhandar,10.666389,87.927310,0.6,OpenStreetMap,High
COMP0547,LOC017,Dairy,Gramin Dairy,12.351981,81.150131,8.3,OpenStreetMap,High
COMP0548,LOC006,Dairy,Durga Doodh Bhandar,16.546579,74.735329,2.5,Illustrative,Low
COMP0549,LOC003,Dairy,Bharat Doodh Bhandar,13.857990,75.703814,8.0,User-provided,High
COMP0550,LOC007,Kirana,Gopal General Store,13.067163,87.844411,1.1,Illustrative,Low
COMP0551,LOC008,Dairy,Durga Doodh Bhandar,11.979410,86.216089,3.2,OpenStreetMap,Medium
COMP0552,LOC007,Tailoring,New Tailors,29.199711,81.825805,0.2,OpenStreetMap,High
COMP0553,LOC002,Kirana,Radha Provision Store,28.848686,85.656899,2.7,OpenStreetMap,Medium
COMP0554,LOC012,Tailoring,Maa Tailoring Works,15.243410,87.601292,0.2,User-provided,Medium
COMP0555,LOC002,Kirana,Prime General Store,12.027880,77.616563,5.0,OpenStreetMap,Medium
COMP0556,LOC014,Kirana,Radha General Store,21.392870,78.081619,8.1,OpenStreetMap,High
COMP0557,LOC011,Kirana,Gopal General Store,29.442697,81.318777,9.0,Illustrative,Low
COMP0558,LOC011,Tailoring,Gopal Tailoring Works,29.363329,76.161784,3.4,OpenStreetMap,High
COMP0559,LOC004,Dairy,New Dairy,13.872989,73.909263,0.8,OpenStreetMap,High
COMP0560,LOC015,Tailoring,Bharat Fashion Point,31.392967,77.665146,6.3,Illustrative,Low
COMP0561,LOC011,Kirana,Gopal Provision Store,29.462085,81.800310,1.1,Illustrative,Low
COMP0562,LOC016,Tailoring,Shiv Tailors,13.872902,76.072207,5.4,OpenStreetMap,High
COMP0563,LOC015,Tailoring,New Tailoring Works,25.691177,79.540276,1.0,Illustrative,Low
COMP0564,LOC017,Kirana,Laxmi Provision Store,13.758102,84.493595,8.0,OpenStreetMap,Medium
COMP0565,LOC014,Dairy,Star Dairy,13.261546,77.537692,3.3,OpenStreetMap,Medium
COMP0566,LOC018,Kirana,Shiv Kirana Store,29.397640,82.296355,3.8,Illustrative,Low
COMP0567,LOC006,Dairy,Modern Dairy,17.117266,87.306528,2.1,OpenStreetMap,High
COMP0568,LOC017,Tailoring,Ideal Boutique,13.542448,75.205359,4.4,OpenStreetMap,Medium
COMP0569,LOC005,Tailoring,Royal Fashion Point,15.051893,79.398253,5.1,User-provided,Medium
COMP0570,LOC003,Kirana,Durga Provision Store,12.386842,85.089746,5.4,OpenStreetMap,High
COMP0571,LOC008,Tailoring,Modern Boutique,25.788960,74.523954,4.6,Illustrative,Low
COMP0572,LOC009,Kirana,Vishal Mart,9.666615,87.622797,4.4,OpenStreetMap,High
COMP0573,LOC018,Tailoring,Gramin Boutique,19.485294,82.827736,9.9,OpenStreetMap,Medium
COMP0574,LOC008,Kirana,Sai General Store,29.349595,78.397787,4.4,OpenStreetMap,High
COMP0575,LOC007,Tailoring,Krishna Boutique,22.612535,74.754099,3.0,User-provided,High
COMP0576,LOC015,Kirana,Bharat Mart,31.170096,80.201409,2.0,Illustrative,Low
COMP0577,LOC017,Dairy,Jai Dairy,25.302304,87.981803,4.1,OpenStreetMap,Medium
COMP0578,LOC011,Dairy,Annapurna Doodh Bhandar,12.071066,86.370152,5.7,OpenStreetMap,High
COMP0579,LOC016,Dairy,Star Doodh Bhandar,23.336058,75.256569,6.5,OpenStreetMap,High
COMP0580,LOC012,Tailoring,Gramin Tailoring Works,22.619600,83.432792,3.4,OpenStreetMap,Medium
COMP0581,LOC006,Dairy,New Milk Center,23.254898,85.462890,4.4,OpenStreetMap,Medium
COMP0582,LOC017,Kirana,Ideal Provision Store,21.220469,87.391389,6.4,User-provided,Medium
COMP0583,LOC011,Dairy,Shri New Dudh Dairy,17.328685,78.887006,3.7,Illustrative,Low
COMP0584,LOC009,Kirana,Bharat Provision Store,12.261399,83.632410,0.3,OpenStreetMap,High
COMP0585,LOC002,Kirana,Om General Store,15.898097,76.242599,4.4,OpenStreetMap,High
COMP0586,LOC005,Tailoring,Prime Tailors,30.694835,79.614332,2.0,User-provided,High
COMP0587,LOC014,Dairy,Royal Milk Center,11.444261,77.536625,0.9,OpenStreetMap,High
COMP0588,LOC002,Dairy,Laxmi Milk Center,19.567091,74.481673,2.0,OpenStreetMap,High
COMP0589,LOC012,Dairy,Gramin Doodh Bhandar,17.820680,76.777016,2.4,OpenStreetMap,High
COMP0590,LOC006,Dairy,Jai Milk Center,23.487381,83.087142,4.5,Illustrative,Low
COMP0591,LOC015,Tailoring,Sun Tailors,18.979724,73.161311,6.3,User-provided,Medium
COMP0592,LOC002,Kirana,Bharat General Store,12.618602,78.818048,6.9,OpenStreetMap,High
COMP0593,LOC012,Tailoring,Modern Boutique,17.570628,83.204294,3.4,User-provided,Medium
COMP0594,LOC011,Kirana,Balaji General Store,32.343626,76.112056,6.6,Illustrative,Low
COMP0595,LOC019,Tailoring,Annapurna Fashion Point,26.657074,76.917949,6.1,OpenStreetMap,Medium
COMP0596,LOC009,Kirana,Bharat Kirana Store,30.818080,84.684094,1.6,OpenStreetMap,Medium
COMP0597,LOC010,Tailoring,Durga Tailoring Works,30.893951,74.170079,7.7,OpenStreetMap,Medium
COMP0598,LOC009,Kirana,Sun Mart,29.670477,85.509466,0.9,User-provided,High
COMP0599,LOC004,Dairy,Shri Krishna Dudh Dairy,9.967434,76.852843,7.8,OpenStreetMap,Medium
COMP0600,LOC019,Tailoring,Sun Fashion Point,23.898017,77.787835,6.8,User-provided,Medium
COMP0601,LOC002,Kirana,Shiv General Store,15.513515,82.250155,8.6,OpenStreetMap,Medium
COMP0602,LOC013,Kirana,Vishal Provision Store,9.201572,80.303217,1.0,OpenStreetMap,High
COMP0603,LOC015,Tailoring,Gopal Tailors,15.413104,85.986229,6.1,OpenStreetMap,High
COMP0604,LOC006,Kirana,Gramin Provision Store,12.358285,87.030422,2.3,OpenStreetMap,Medium
COMP0605,LOC009,Kirana,Sai General Store,30.245124,82.421949,9.6,OpenStreetMap,Medium
COMP0606,LOC018,Tailoring,Krishna Tailoring Works,10.769868,87.145835,8.0,OpenStreetMap,Medium
COMP0607,LOC008,Tailoring,Vishal Tailoring Works,31.584138,87.294741,1.7,OpenStreetMap,Medium
COMP0608,LOC013,Kirana,Bharat General Store,19.716575,87.451627,5.6,OpenStreetMap,Medium
COMP0609,LOC019,Dairy,Shri Laxmi Dudh Dairy,17.261039,87.868509,9.7,OpenStreetMap,Medium
COMP0610,LOC019,Dairy,Shri Maa Dudh Dairy,22.323814,75.597908,7.7,OpenStreetMap,High
COMP0611,LOC015,Dairy,Shri Sun Dudh Dairy,23.570475,81.639450,9.4,OpenStreetMap,Medium
COMP0612,LOC007,Tailoring,Jai Boutique,12.938932,75.789603,3.0,OpenStreetMap,High
COMP0613,LOC014,Dairy,Krishna Dairy,20.809498,83.202528,7.5,OpenStreetMap,High
COMP0614,LOC010,Kirana,Shiv General Store,22.392928,83.281008,2.7,User-provided,Medium
COMP0615,LOC009,Dairy,Vishal Dairy,18.419374,86.969717,5.9,OpenStreetMap,High
COMP0616,LOC019,Dairy,Radha Milk Center,10.849911,87.433532,2.7,Illustrative,Low
COMP0617,LOC013,Tailoring,Ganesh Tailors,22.777128,83.753589,4.3,OpenStreetMap,High
COMP0618,LOC014,Dairy,New Dairy,32.353939,88.399226,6.2,User-provided,Medium
COMP0619,LOC012,Kirana,Jai General Store,30.550621,78.610044,5.4,OpenStreetMap,High
COMP0620,LOC005,Dairy,Sai Dairy,15.853762,81.703608,1.0,User-provided,High
COMP0621,LOC015,Tailoring,Gopal Tailors,9.800053,79.435806,2.4,OpenStreetMap,High
COMP0622,LOC012,Dairy,Bharat Dairy,22.594315,79.540878,4.8,OpenStreetMap,High
COMP0623,LOC002,Tailoring,Shree Boutique,22.957260,75.640362,0.8,OpenStreetMap,Medium
COMP0624,LOC003,Dairy,Star Dairy,26.583510,73.964757,7.7,User-provided,Medium
COMP0625,LOC005,Dairy,Gramin Doodh Bhandar,30.849507,74.466768,5.1,OpenStreetMap,High
COMP0626,LOC016,Dairy,Annapurna Milk Center,27.443396,77.273066,0.5,OpenStreetMap,High
COMP0627,LOC017,Kirana,Vishal General Store,18.146741,76.394106,2.2,OpenStreetMap,Medium
COMP0628,LOC003,Dairy,New Doodh Bhandar,25.309244,83.191251,1.1,User-provided,Medium
COMP0629,LOC018,Tailoring,Gramin Fashion Point,14.380845,83.184445,3.3,OpenStreetMap,Medium
COMP0630,LOC014,Tailoring,Ganesh Tailoring Works,12.153125,73.906165,5.4,OpenStreetMap,High
COMP0631,LOC013,Tailoring,Balaji Tailoring Works,13.075852,83.316246,5.0,User-provided,High
COMP0632,LOC003,Kirana,Om Mart,11.805295,80.393715,1.3,OpenStreetMap,High
COMP0633,LOC019,Kirana,Durga Kirana Store,27.448960,73.975971,8.0,OpenStreetMap,High
COMP0634,LOC008,Tailoring,Jai Fashion Point,12.510193,85.829154,4.1,OpenStreetMap,High
COMP0635,LOC015,Tailoring,Om Tailors,10.604311,84.199933,8.6,OpenStreetMap,Medium
COMP0636,LOC004,Dairy,Ganesh Doodh Bhandar,24.583132,72.856874,0.5,OpenStreetMap,High
COMP0637,LOC010,Kirana,Gopal Provision Store,27.344031,86.382233,5.9,Illustrative,Low
COMP0638,LOC010,Tailoring,Gopal Tailoring Works,16.531078,78.667095,5.1,Illustrative,Low
COMP0639,LOC020,Dairy,Vishal Milk Center,8.939386,79.546855,6.0,OpenStreetMap,Medium
COMP0640,LOC009,Dairy,Prime Doodh Bhandar,17.437456,80.278710,7.0,Illustrative,Low
COMP0641,LOC018,Dairy,Durga Doodh Bhandar,9.167382,76.831725,3.2,OpenStreetMap,Medium
COMP0642,LOC012,Kirana,Jai Mart,10.477357,78.457936,6.5,OpenStreetMap,Medium
COMP0643,LOC009,Tailoring,Balaji Tailors,21.616747,78.165715,4.1,User-provided,High
COMP0644,LOC008,Dairy,Laxmi Doodh Bhandar,25.743537,84.371458,1.9,OpenStreetMap,Medium
COMP0645,LOC007,Dairy,Shree Doodh Bhandar,25.560634,86.857443,8.4,User-provided,High
COMP0646,LOC014,Dairy,Annapurna Milk Center,12.819169,75.277430,2.9,OpenStreetMap,Medium
COMP0647,LOC002,Kirana,Star Kirana Store,18.619211,75.191708,7.8,Illustrative,Low
COMP0648,LOC004,Kirana,Vishal Mart,17.979233,82.145811,2.6,OpenStreetMap,Medium
COMP0649,LOC013,Dairy,Gopal Dairy,17.359566,84.751589,3.4,OpenStreetMap,High
COMP0650,LOC007,Dairy,City Milk Center,10.769670,83.917863,8.4,OpenStreetMap,High
COMP0651,LOC016,Tailoring,Laxmi Fashion Point,9.277148,77.907753,6.4,Illustrative,Low
COMP0652,LOC017,Tailoring,Krishna Boutique,19.016247,88.392847,9.1,OpenStreetMap,High
COMP0653,LOC004,Dairy,Radha Doodh Bhandar,24.158503,79.431375,3.4,OpenStreetMap,Medium
COMP0654,LOC002,Tailoring,Balaji Fashion Point,19.712185,84.010110,4.7,OpenStreetMap,High
COMP0655,LOC013,Tailoring,Prime Boutique,22.840574,80.171319,9.5,OpenStreetMap,High
COMP0656,LOC009,Kirana,Ganesh Mart,15.887108,86.477603,6.9,OpenStreetMap,High
COMP0657,LOC003,Dairy,Star Dairy,18.289235,79.952321,9.1,OpenStreetMap,Medium
COMP0658,LOC006,Dairy,Laxmi Doodh Bhandar,17.360692,86.320773,2.2,User-provided,High
COMP0659,LOC011,Tailoring,City Fashion Point,26.751343,82.504769,7.1,OpenStreetMap,Medium
COMP0660,LOC018,Tailoring,Gramin Boutique,24.643284,74.588804,1.7,OpenStreetMap,Medium
COMP0661,LOC008,Tailoring,Shiv Boutique,13.164690,81.145020,3.6,OpenStreetMap,High
COMP0662,LOC006,Kirana,Sai Mart,28.449064,78.686612,7.3,OpenStreetMap,Medium
COMP0663,LOC008,Kirana,Shiv Provision Store,18.075860,73.462179,5.4,OpenStreetMap,High
COMP0664,LOC003,Tailoring,Balaji Boutique,27.951376,80.677670,7.0,OpenStreetMap,Medium
COMP0665,LOC010,Tailoring,Durga Boutique,20.049444,82.480436,1.4,OpenStreetMap,Medium
COMP0666,LOC007,Tailoring,Shiv Boutique,19.064791,85.833364,5.7,OpenStreetMap,Medium
COMP0667,LOC015,Tailoring,Shree Boutique,24.133042,74.471972,6.1,OpenStreetMap,High
COMP0668,LOC009,Kirana,Sai Kirana Store,30.227648,87.707654,0.3,Illustrative,Low
COMP0669,LOC015,Dairy,Ideal Doodh Bhandar,14.151602,75.664821,3.2,OpenStreetMap,High
COMP0670,LOC005,Dairy,Ganesh Dairy,8.941486,84.096557,0.6,OpenStreetMap,Medium
COMP0671,LOC010,Kirana,Krishna Kirana Store,32.254339,79.710961,7.9,OpenStreetMap,High
COMP0672,LOC002,Kirana,City General Store,10.604840,87.323556,5.5,Illustrative,Low
COMP0673,LOC013,Tailoring,Maa Tailoring Works,27.344202,79.958177,2.0,OpenStreetMap,Medium
COMP0674,LOC009,Kirana,Om General Store,25.150262,79.018661,2.3,OpenStreetMap,Medium
COMP0675,LOC012,Tailoring,Vishal Fashion Point,20.081696,82.599771,7.6,OpenStreetMap,Medium
COMP0676,LOC007,Dairy,Gopal Doodh Bhandar,30.385771,87.453915,1.6,OpenStreetMap,Medium
COMP0677,LOC006,Tailoring,Krishna Boutique,24.153843,76.705149,5.7,OpenStreetMap,Medium
COMP0678,LOC009,Dairy,Bharat Dairy,15.193796,82.114302,8.3,OpenStreetMap,Medium
COMP0679,LOC001,Kirana,Balaji Provision Store,27.514240,74.964134,5.5,Illustrative,Low
COMP0680,LOC006,Dairy,Shiv Dairy,18.892116,80.133008,8.3,User-provided,Medium
COMP0681,LOC004,Dairy,Vishal Milk Center,30.014522,77.788786,6.4,User-provided,High
COMP0682,LOC009,Dairy,Gopal Milk Center,22.317276,75.782285,4.8,Illustrative,Low
COMP0683,LOC015,Tailoring,Laxmi Tailoring Works,8.802999,87.400236,2.1,OpenStreetMap,High
COMP0684,LOC018,Tailoring,Annapurna Fashion Point,25.918964,76.383707,5.7,OpenStreetMap,Medium
COMP0685,LOC004,Tailoring,Annapurna Tailors,12.198782,77.620042,2.6,OpenStreetMap,High
COMP0686,LOC019,Kirana,Krishna Kirana Store,14.386700,74.119810,2.6,OpenStreetMap,Medium
COMP0687,LOC016,Dairy,City Dairy,30.521937,76.303867,2.5,User-provided,Medium
COMP0688,LOC008,Kirana,Gramin Kirana Store,26.467379,79.900263,4.9,OpenStreetMap,High
COMP0689,LOC007,Dairy,Shri Prime Dudh Dairy,17.755998,83.026625,5.3,OpenStreetMap,Medium
COMP0690,LOC014,Dairy,Shiv Doodh Bhandar,18.933787,84.866919,8.2,User-provided,High
COMP0691,LOC006,Kirana,Krishna Mart,24.328051,81.587424,4.6,Illustrative,Low
COMP0692,LOC018,Tailoring,Ganesh Tailors,24.908354,86.917364,4.3,OpenStreetMap,High
COMP0693,LOC009,Tailoring,Krishna Boutique,19.726713,74.856234,3.0,OpenStreetMap,High
COMP0694,LOC013,Tailoring,New Fashion Point,17.604842,84.106689,5.2,OpenStreetMap,Medium
COMP0695,LOC003,Dairy,City Dairy,9.437728,77.436309,7.9,OpenStreetMap,High
COMP0696,LOC003,Kirana,City Kirana Store,9.006273,84.167503,3.7,OpenStreetMap,Medium
COMP0697,LOC017,Kirana,Laxmi Kirana Store,20.998878,77.511719,9.6,User-provided,Medium
COMP0698,LOC014,Kirana,Krishna Mart,16.154695,82.946176,8.3,User-provided,High
COMP0699,LOC004,Tailoring,Balaji Tailoring Works,29.461912,75.987550,4.4,Illustrative,Low
COMP0700,LOC012,Dairy,Star Milk Center,11.983116,77.082940,8.3,OpenStreetMap,High
COMP0701,LOC014,Dairy,Shiv Doodh Bhandar,30.466490,77.553678,5.8,OpenStreetMap,High
COMP0702,LOC004,Tailoring,Maa Tailors,17.174822,85.335789,1.0,OpenStreetMap,High
COMP0703,LOC017,Dairy,Ganesh Dairy,21.721459,82.288593,0.8,OpenStreetMap,Medium
COMP0704,LOC015,Dairy,Gramin Milk Center,28.634025,73.536473,7.4,OpenStreetMap,Medium
COMP0705,LOC010,Tailoring,Laxmi Tailors,18.712036,81.782645,2.2,OpenStreetMap,Medium
COMP0706,LOC010,Dairy,New Doodh Bhandar,15.187469,81.995148,3.0,OpenStreetMap,High
COMP0707,LOC004,Kirana,Gramin Mart,13.915861,74.604481,5.1,Illustrative,Low
COMP0708,LOC010,Dairy,Vishal Doodh Bhandar,14.998810,88.202552,8.8,User-provided,High
COMP0709,LOC009,Kirana,Om General Store,32.440107,82.968520,8.0,Illustrative,Low
COMP0710,LOC003,Dairy,Jai Milk Center,14.644624,82.474491,2.0,User-provided,Medium
COMP0711,LOC004,Dairy,Sai Dairy,19.862931,82.996417,6.8,OpenStreetMap,High
COMP0712,LOC013,Dairy,Krishna Doodh Bhandar,17.427935,83.730089,7.4,OpenStreetMap,Medium
COMP0713,LOC019,Dairy,Krishna Doodh Bhandar,17.811602,75.011602,5.1,OpenStreetMap,Medium
COMP0714,LOC002,Kirana,Shiv General Store,26.299633,84.025060,9.3,OpenStreetMap,Medium
COMP0715,LOC015,Tailoring,Royal Fashion Point,17.279665,85.342516,8.4,Illustrative,Low
COMP0716,LOC006,Dairy,Bharat Milk Center,16.511199,74.408844,1.6,Illustrative,Low
COMP0717,LOC011,Kirana,City Provision Store,10.379569,76.033419,9.1,User-provided,Medium
COMP0718,LOC013,Tailoring,Annapurna Tailoring Works,17.441414,72.806706,9.5,OpenStreetMap,Medium
COMP0719,LOC009,Dairy,Sun Dairy,25.505581,81.937420,5.0,OpenStreetMap,Medium
COMP0720,LOC010,Dairy,Jai Dairy,22.230971,73.300140,8.4,Illustrative,Low
COMP0721,LOC019,Kirana,Ideal Mart,11.929940,79.057878,8.9,User-provided,High
COMP0722,LOC012,Dairy,Ganesh Milk Center,25.470045,81.797915,7.7,OpenStreetMap,Medium
COMP0723,LOC007,Kirana,Shree Provision Store,30.761024,78.626337,1.1,OpenStreetMap,Medium
COMP0724,LOC009,Tailoring,Prime Tailoring Works,21.024585,79.856764,4.7,Illustrative,Low
COMP0725,LOC004,Tailoring,Laxmi Boutique,14.382291,83.533868,8.8,OpenStreetMap,High
COMP0726,LOC005,Dairy,Shri Krishna Dudh Dairy,31.280951,88.448329,4.5,OpenStreetMap,High
COMP0727,LOC002,Dairy,Ganesh Dairy,19.306428,73.079964,4.8,User-provided,Medium
COMP0728,LOC014,Dairy,Prime Milk Center,9.606787,79.250773,3.4,User-provided,High
COMP0729,LOC013,Dairy,Gramin Dairy,9.298845,85.169811,4.3,OpenStreetMap,Medium
COMP0730,LOC001,Dairy,Star Dairy,29.094493,80.491150,4.9,OpenStreetMap,High
COMP0731,LOC019,Dairy,Shri New Dudh Dairy,31.504016,82.660659,4.1,OpenStreetMap,Medium
COMP0732,LOC018,Tailoring,Bharat Tailors,10.760786,83.139929,5.0,User-provided,Medium
COMP0733,LOC004,Kirana,Prime Mart,32.177288,84.708486,0.5,User-provided,High
COMP0734,LOC001,Kirana,Jai General Store,22.304960,78.748534,3.0,Illustrative,Low
COMP0735,LOC011,Dairy,Modern Milk Center,18.028254,86.727225,7.9,OpenStreetMap,Medium
COMP0736,LOC015,Kirana,Royal General Store,26.081418,77.572052,8.9,OpenStreetMap,Medium
COMP0737,LOC001,Dairy,Prime Dairy,27.445947,73.284946,6.5,OpenStreetMap,High
COMP0738,LOC013,Kirana,Royal Provision Store,22.539684,87.784857,7.7,OpenStreetMap,High
COMP0739,LOC015,Tailoring,Jai Tailoring Works,12.100425,79.838394,8.4,OpenStreetMap,Medium
COMP0740,LOC001,Tailoring,Shree Tailoring Works,30.966608,75.361790,8.3,User-provided,Medium
COMP0741,LOC011,Dairy,Maa Milk Center,11.624463,77.566584,7.0,Illustrative,Low
COMP0742,LOC015,Tailoring,Bharat Boutique,28.172878,85.686265,2.2,OpenStreetMap,Medium
COMP0743,LOC008,Kirana,Balaji Kirana Store,10.751889,84.833074,7.7,Illustrative,Low
COMP0744,LOC005,Kirana,Durga Provision Store,24.872273,83.544535,8.4,Illustrative,Low
COMP0745,LOC009,Kirana,Om General Store,23.213138,78.640364,1.6,OpenStreetMap,High
COMP0746,LOC007,Kirana,City Kirana Store,16.185205,84.429685,9.1,User-provided,Medium
COMP0747,LOC015,Dairy,Shri Maa Dudh Dairy,29.604676,75.341280,0.8,OpenStreetMap,High
COMP0748,LOC013,Dairy,Sun Milk Center,24.392633,86.515170,4.1,User-provided,Medium
COMP0749,LOC001,Dairy,Radha Milk Center,22.564014,79.639341,3.5,User-provided,High
COMP0750,LOC005,Kirana,City Kirana Store,18.488077,77.384021,1.2,User-provided,High
COMP0751,LOC015,Dairy,City Doodh Bhandar,17.554332,87.269329,9.3,User-provided,Medium
COMP0752,LOC019,Tailoring,Balaji Tailoring Works,20.317574,79.002437,2.4,OpenStreetMap,Medium
COMP0753,LOC007,Kirana,Maa Mart,28.543446,87.939127,3.5,OpenStreetMap,High
COMP0754,LOC013,Tailoring,Star Fashion Point,20.810591,77.317953,4.5,User-provided,High
COMP0755,LOC019,Tailoring,Sai Boutique,30.598213,82.852295,8.7,User-provided,Medium
COMP0756,LOC009,Kirana,Jai Mart,29.517937,86.521640,4.3,OpenStreetMap,Medium
COMP0757,LOC014,Kirana,Ganesh Kirana Store,23.750251,88.379088,3.1,OpenStreetMap,Medium
COMP0758,LOC012,Tailoring,Annapurna Tailoring Works,18.843247,78.909606,2.3,OpenStreetMap,High
COMP0759,LOC019,Kirana,Shiv Mart,16.859259,79.364233,1.8,Illustrative,Low
COMP0760,LOC011,Dairy,Shri Bharat Dudh Dairy,26.025052,73.383552,5.0,Illustrative,Low
COMP0761,LOC002,Kirana,Jai Kirana Store,15.582451,74.035332,2.2,User-provided,High
COMP0762,LOC015,Kirana,Ideal Mart,10.250106,84.291818,1.8,OpenStreetMap,High
COMP0763,LOC013,Dairy,Shri Jai Dudh Dairy,10.013099,81.487215,6.5,OpenStreetMap,High
COMP0764,LOC002,Dairy,Shri Shree Dudh Dairy,29.155527,79.127420,7.2,OpenStreetMap,Medium
COMP0765,LOC008,Dairy,Sai Doodh Bhandar,12.239599,84.772939,9.4,OpenStreetMap,High
COMP0766,LOC020,Kirana,Prime Mart,21.939336,75.793072,9.6,OpenStreetMap,High
COMP0767,LOC004,Tailoring,Radha Tailoring Works,23.328809,77.807147,0.2,User-provided,High
COMP0768,LOC010,Tailoring,City Boutique,13.423397,82.747485,5.6,User-provided,High
COMP0769,LOC013,Dairy,Modern Dairy,29.542794,73.267609,5.4,User-provided,High
COMP0770,LOC016,Dairy,Bharat Milk Center,32.081830,80.172100,8.8,OpenStreetMap,Medium
COMP0771,LOC001,Tailoring,Shiv Fashion Point,24.987786,74.949859,7.5,Illustrative,Low
COMP0772,LOC010,Tailoring,Gopal Boutique,30.279078,88.309873,4.0,OpenStreetMap,High
COMP0773,LOC010,Dairy,Modern Milk Center,11.936719,79.298743,2.9,OpenStreetMap,High
COMP0774,LOC004,Dairy,Balaji Doodh Bhandar,23.881866,79.943590,8.8,Illustrative,Low
COMP0775,LOC009,Tailoring,Radha Tailors,16.355572,77.840107,2.0,User-provided,High
COMP0776,LOC011,Dairy,Shri City Dudh Dairy,8.726654,86.925107,2.8,OpenStreetMap,Medium
COMP0777,LOC004,Tailoring,Laxmi Fashion Point,20.646639,79.507241,0.9,User-provided,High
COMP0778,LOC010,Dairy,Gramin Dairy,18.539739,82.581462,2.7,OpenStreetMap,Medium
COMP0779,LOC016,Dairy,Radha Milk Center,29.741674,82.350817,1.1,OpenStreetMap,High
COMP0780,LOC002,Dairy,Om Milk Center,21.308104,85.896941,3.5,User-provided,High
COMP0781,LOC002,Dairy,Star Milk Center,20.876518,80.276001,0.5,OpenStreetMap,High
COMP0782,LOC003,Dairy,Bharat Dairy,11.988767,81.093458,1.8,OpenStreetMap,High
COMP0783,LOC013,Dairy,Modern Milk Center,26.834206,80.182636,9.2,OpenStreetMap,Medium
COMP0784,LOC007,Kirana,New Provision Store,31.688576,86.788897,2.1,Illustrative,Low
COMP0785,LOC015,Kirana,Royal General Store,26.826349,78.091158,1.6,OpenStreetMap,Medium
COMP0786,LOC012,Tailoring,Laxmi Tailoring Works,26.493037,73.480693,9.2,User-provided,High
COMP0787,LOC016,Dairy,Shri City Dudh Dairy,28.041761,85.842822,1.9,OpenStreetMap,High
COMP0788,LOC007,Kirana,Krishna Mart,31.880507,87.664012,9.5,OpenStreetMap,High
COMP0789,LOC020,Dairy,Sun Doodh Bhandar,31.081956,83.172352,2.6,OpenStreetMap,Medium
COMP0790,LOC019,Dairy,Balaji Dairy,11.694053,88.418656,7.3,OpenStreetMap,High
COMP0791,LOC005,Dairy,Shri Om Dudh Dairy,20.130000,78.481201,8.9,User-provided,High
COMP0792,LOC002,Tailoring,Bharat Tailors,31.384606,86.006942,7.3,OpenStreetMap,Medium
COMP0793,LOC005,Tailoring,Sai Tailoring Works,11.899352,80.842126,8.0,OpenStreetMap,Medium
COMP0794,LOC009,Dairy,Laxmi Milk Center,19.480529,82.965444,5.7,Illustrative,Low
COMP0795,LOC017,Dairy,Ganesh Dairy,16.316641,77.716809,1.3,User-provided,Medium
COMP0796,LOC002,Dairy,Bharat Doodh Bhandar,29.354979,83.104215,8.7,OpenStreetMap,Medium
COMP0797,LOC010,Kirana,Om General Store,21.771732,82.146742,7.7,OpenStreetMap,High
COMP0798,LOC012,Tailoring,Gramin Boutique,31.968048,74.657547,2.2,OpenStreetMap,High
COMP0799,LOC011,Tailoring,Shiv Boutique,24.023567,83.099186,5.9,User-provided,High
COMP0800,LOC019,Dairy,Shri Star Dudh Dairy,23.541475,73.850963,2.5,Illustrative,Low
COMP0801,LOC017,Dairy,Balaji Doodh Bhandar,17.351512,88.058635,1.0,OpenStreetMap,Medium
COMP0802,LOC004,Dairy,Sai Doodh Bhandar,22.662660,78.561884,2.4,OpenStreetMap,High
COMP0803,LOC002,Kirana,Sun Provision Store,24.633016,87.083830,9.0,OpenStreetMap,High
COMP0804,LOC015,Dairy,Sun Doodh Bhandar,17.737656,76.466410,7.9,OpenStreetMap,High
COMP0805,LOC012,Tailoring,Om Tailoring Works,31.731573,79.466634,2.2,User-provided,High
COMP0806,LOC020,Dairy,Star Dairy,18.255068,80.702886,7.1,OpenStreetMap,High
COMP0807,LOC015,Dairy,Shri Ganesh Dudh Dairy,18.994335,85.570013,1.9,Illustrative,Low
COMP0808,LOC003,Dairy,Laxmi Dairy,14.435258,87.497883,1.8,Illustrative,Low
COMP0809,LOC002,Tailoring,Ideal Fashion Point,13.347173,86.359653,5.4,OpenStreetMap,Medium
COMP0810,LOC009,Kirana,Sun Provision Store,27.253453,75.249619,2.7,User-provided,Medium
COMP0811,LOC020,Dairy,Sun Milk Center,11.573859,76.155044,3.4,User-provided,High
COMP0812,LOC013,Kirana,Om Mart,27.058625,86.979980,4.3,OpenStreetMap,High
COMP0813,LOC017,Dairy,Maa Milk Center,32.041394,85.766897,1.4,OpenStreetMap,Medium
COMP0814,LOC017,Tailoring,Om Boutique,12.667677,78.079207,6.8,Illustrative,Low
COMP0815,LOC001,Tailoring,Sai Tailoring Works,10.061567,76.880251,2.2,OpenStreetMap,Medium
COMP0816,LOC011,Tailoring,Balaji Fashion Point,27.372751,83.431285,6.9,OpenStreetMap,High
COMP0817,LOC019,Dairy,Modern Milk Center,14.619801,81.094511,8.2,Illustrative,Low
